Afghanistan,AFG,Adjusted net enrollment rate. primary. female (% of primary school age children),SE.PRM.TENR.FE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.47242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.69764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Adjusted net enrollment rate. primary. male (% of primary school age children),SE.PRM.TENR.MA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.56145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38.79503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,550.24136,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,-1,57.87835579,57.95501587,58.03167594,58.11600202,58.12366803,58.1926621,58.22945893,58.23099213,58.25552336,58.27085537,58.31685142,58.33524984,58.33708968,58.3387762,58.3387762,58.33831624,58.33831624,58.33831624,58.33678304,58.33678304,58.34291584,58.34444904,58.34444904,58.34444904,58.34444904,58.34444904,58.33065023,58.32298422,58.32298422,58.32298422,58.30765221,58.30765221,58.16046487,57.97494749,57.89828741,57.88908821,57.94734986,58.05927357,57.89982062,57.94581666,57.94734986,57.93968385,58.08380479,58.15126566,58.13440044,58.12366803,58.12980084,58.13286724,58.13286724,58.13440044,58.13133404,58.12980084,58.12366803,58.12366803,58.12366803,58.12366803,58.12366803,58.27698818,58.27698818,58.74154823,58.74154823,-1,-1
Afghanistan,AFG,Automated teller machines (ATMs) (per 100.000 adults),FB.ATM.TOTL.P5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.06,0.12,0.21,0.3,0.45,0.53,0.62,0.64,0.71,0.75,0.92,1.06,1.21,1.61,1.64,-1,-1,-1,-1
Afghanistan,AFG,Average working hours of children. working only. ages 7-14 (hours per week),SL.TLF.0714.WK.TM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Average working hours of children. working only. female. ages 7-14 (hours per week),SL.TLF.0714.WK.FE.TM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Average working hours of children. working only. male. ages 7-14 (hours per week),SL.TLF.0714.WK.MA.TM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Birth rate. crude (per 1.000 people),SP.DYN.CBRT.IN,50.34,50.443,50.57,50.703,50.831,50.872,50.986,51.081,51.148,51.195,51.122,51.163,51.109,51.114,51.135,51.018,50.935,50.921,50.816,50.737,50.482,50.264,50.138,50.139,50.235,50.553,50.728,50.845,50.98,51.162,51.423,51.788,51.948,52.038,52.174,52.073,51.873,51.4,50.88,50.351,49.664,48.979,48.201,47.35,46.33,45.263,44.721,43.858,41.506,41.157,40.602,39.855,40.009,39.601,39.105,38.803,37.936,37.342,36.927,36.466,36.051,35.842,35.143,-1
Afghanistan,AFG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.4,-1,-1,14.3,-1,-1,18.9,-1,24,-1,34.3,38.6,39.9,-1,45.2,50.5,-1,53.4,58.8,-1,61.8,-1,-1,-1
Afghanistan,AFG,Borrowers from commercial banks (per 1.000 adults),FB.CBK.BRWR.P3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.347891656,3.954622897,3.780032534,3.640992051,4.102850877,3.730693887,2.988780922,2.918639562,3.011378211,3.135993043,3.425043475,3.017972626,-1,-1,-1,-1
Afghanistan,AFG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.7341,1.7338,1.6937,1.7339,2.1903,2.0289,1.8926,2.2824,1.934,2.0592,2.0063,2.2598,2.3095,3.0015,3.2245,4.1232,3.9414,3.2726,3.0878,2.8959,2.8965,2.7663,1.6826,1.6083,1.5358,1.3595,1.3317,1.3154,1.3258,1.2832,1.0712,0.9883,0.9729,1.0588,0.9392,1.3338,1.4774,2.0636,4.0296,6.4864,8.0863,11.8006,10.1766,8.6911,8.2797,8.7196,7.9373,8.5469,8.1289,7.4479,5.4687,5.6392,5.6758,-1
Afghanistan,AFG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.161267058,0.157391295,0.150060872,0.149793029,0.184525891,0.166886204,0.152318658,0.179896418,0.149472187,0.158566263,0.160675846,0.202578261,0.22892881,0.301614368,0.31477927,0.392229197,0.377223705,0.317027678,0.29737679,0.271325252,0.270832655,0.257445975,0.139548775,0.114847727,0.099368803,0.082800858,0.077847169,0.073945325,0.07169148,0.066615283,0.054812515,0.050196479,0.046328007,0.04675619,0.039875091,0.054638874,0.05806718,0.079665522,0.15247927,0.236856939,0.286853284,0.403450944,0.334026128,0.275547459,0.25307638,0.258331736,0.229161929,0.239789012,0.221575704,0.197193508,0.140322994,0.140630316,0.13800072,-1
Afghanistan,AFG,Central government debt. total (% of GDP),GC.DOD.TOTL.GD.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71.02887726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.45269775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Children out of school. female (% of female primary school age),SE.PRM.UNER.FE.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90.87703705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83.217453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Children out of school. male (% of male primary school age),SE.PRM.UNER.MA.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.72391891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50.32587051,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Community health workers (per 1.000 people),SH.MED.CMHW.P3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Compulsory education. duration (years),SE.COM.DURS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Afghanistan,AFG,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.3,-1,-1,-1,-1,-1,-1,54.8,-1,-1,-1,56.6,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Current education expenditure. total (% of total expenditure in public institutions),SE.XPD.CTOT.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81.68141937,82.62509155,84.92228699,81.14800262,80.69690704,80.40733337,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.44339085,8.94125843,9.80847359,9.94828892,10.62276554,9.90467453,10.25649548,9.81848717,8.56967163,8.56190777,7.89716864,8.80596447,9.52887821,10.10534763,11.81859016,12.62081718,14.20841885,14.83131981,15.53361416,21.82794952,-1,-1
Afghanistan,AFG,Current health expenditure per capita. PPP (current international $),SH.XPD.CHEX.PP.CD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.39655236,86.26033579,93.95296599,105.8867601,118.306464,112.2676674,137.7035084,153.5432387,148.7611035,147.3391694,155.3830259,178.0790192,202.2615553,215.7252333,239.1887475,264.5439889,299.7874915,321.4990806,322.4993097,363.611185,-1,-1
Afghanistan,AFG,Death rate. crude (per 1.000 people),SP.DYN.CDRT.IN,31.921,31.349,30.845,30.359,29.867,29.389,28.872,28.396,27.895,27.398,26.875,26.364,25.845,25.297,24.773,24.241,23.718,23.179,23.875,24.797,24.209,23.611,25.622,25.107,30.03,29.661,23.705,23.285,19.945,19.047,18.449,17.946,17.222,14.838,14.689,14.092,13.627,13.334,13.565,12.463,12.096,11.713,11.28,10.698,10.277,9.941,9.679,9.359,8.832,8.535,8.254,7.931,7.711,7.478,7.395,7.331,7.077,7.027,6.981,6.791,7.113,7.344,6.906,-1
Afghanistan,AFG,Educational attainment. at least completed post-secondary. population 25+. male (%) (cumulative),SE.SEC.CUAT.PO.MA.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.440000057,-1,-1,-1,5.480000019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.753241062,-1,-1,8.523880005,-1,-1,9.960892677,6.039999962,-1,-1
Afghanistan,AFG,Educational attainment. at least completed post-secondary. population 25+. female (%) (cumulative),SE.SEC.CUAT.PO.FE.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.800000012,-1,-1,-1,0.519999981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.150796056,-1,-1,1.933274508,-1,-1,2.768369436,2.539999962,-1,-1
Afghanistan,AFG,Educational attainment. at least completed primary. population 25+ years. female (%) (cumulative),SE.PRM.CUAT.FE.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.600000024,-1,-1,-1,0.850000024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.402159691,6.848499775,-1,9.982583046,-1,-1,9.938568115,8.630000114,10.21973991,-1
Afghanistan,AFG,Educational attainment. at least completed primary. population 25+ years. male (%) (cumulative),SE.PRM.CUAT.MA.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.88000011,-1,-1,-1,7.989999771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.97547531,31.8330307,-1,38.29751968,-1,-1,34.66900635,19.34000015,32.39522171,-1
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Electricity production from oil. gas and coal sources (% of total),EG.ELC.FOSL.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Electricity production from renewable sources. excluding hydroelectric (% of total),EG.ELC.RNWX.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Fertility rate. total (births per woman),SP.DYN.TFRT.IN,7.282,7.284,7.292,7.302,7.304,7.305,7.32,7.339,7.363,7.389,7.4,7.432,7.453,7.487,7.526,7.542,7.561,7.591,7.599,7.612,7.588,7.568,7.553,7.537,7.513,7.517,7.519,7.526,7.531,7.533,7.565,7.606,7.665,7.719,7.717,7.712,7.709,7.667,7.642,7.599,7.534,7.446,7.339,7.22,7.069,6.905,6.722,6.53,6.376,6.235,6.099,5.958,5.83,5.696,5.56,5.405,5.262,5.129,5.002,4.87,4.75,4.643,4.523,-1
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000848873,0.000901471,0.00196664,0.00192977,0.00188803,0.00364085,0.00530334,-1,0.00490837,0.00474343,0.00457421,0.0208887,0.0253627,0.0257279,0.0435429,0.0519942,0.0680079,0.0664243,0.0796302,0.0800873
Afghanistan,AFG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,0.089301599,0.0855843,0.0855843,0.0855843,0.0855843,0.097227988,0.093408,0.093408,0.093408,0.093408,0.148796072,0.143194,0.143194,0.143194,0.143194,0.176847227,0.178668178,0.1749781,0.195534971,0.194819661,0.206620969,0.284172531,0.27754957,0.291414848,0.292863331,0.294894838,0.306265757,0.319682007,0.327443839,0.32792513,0.301,0.302,0.218,0.194,0.178,0.17,0.163,0.157,0.151,0.146,0.144,0.143,0.155,0.161,-1,-1,-1,-1,-1,0.0187,0.0588,0.046,0.295,0.303,0.311,0.325,0.329,0.333,0.348,0.356,0.373,0.364,0.4,0.439
Afghanistan,AFG,GDP per capita. PPP (constant 2021 international $),NY.GDP.PCAP.PP.KD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1666.44865,1498.104567,1806.234167,1822.978484,1777.454069,1907.597014,1928.294216,2155.898161,2196.100368,2572.589589,2858.126965,2766.342096,2994.486319,3054.451571,3024.98212,2974.573322,2964.287173,2956.769925,2906.8426,2933.958598,2776.561521,2138.870247,1955.212904,-1
Afghanistan,AFG,Incidence of malaria (per 1.000 population at risk),SH.MLR.INCD.P3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87.01463312,86.37092887,85.2957457,71.08893899,39.4251586,28.41125452,21.28981296,22.63200159,19.74669318,13.00539747,13.41694725,16.0441362,9.38050284,11.48286401,12.63454305,14.13008651,27.41786569,29.02925644,22.36534237,14.1792037,8.41320002,6.241357378,9.064344898,-1
Afghanistan,AFG,Incidence of tuberculosis (per 100.000 people),SH.TBS.INCD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,190,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,183,185,185,-1
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0.00472257,0.0045614,0.0878913,0.105809,1.22415,2.10712,1.9,1.84,3.55,4,5,5.45455,5.9,7,8.26,11,13.5,16.8,17.6,18.4,-1,-1,-1
Afghanistan,AFG,Individuals using the Internet. female (% of female population),IT.NET.USER.FE.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Individuals using the Internet. male (% of male population),IT.NET.USER.MA.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Afghanistan,AFG,Inflation. consumer prices (annual %),FP.CPI.TOTL.ZG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.68626872,6.78459655,8.680570785,26.41866415,-6.811161089,2.178537524,11.80418581,6.441212809,7.385771784,4.673996035,-0.661709165,4.383891955,4.975951506,0.626149149,2.302372515,-1,-1,-1,-1
Afghanistan,AFG,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
